t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3
15.91,3.40194,16.1038,0.632908,0.593097,9.76039,17.7783,0.194676,-0.558427,0.601482,4.94764,-0.800276,-0.107917,8.02803,12.0429,-0.333896,-0.0805968
15.915,3.40511,16.1067,0.632908,0.593097,9.76136,17.7755,0.194675,-0.558427,0.597481,4.9471,-0.800276,-0.107917,8.02636,12.0425,-0.333897,-0.0805962
15.92,3.40827,16.1097,0.632909,0.593096,9.76233,17.7727,0.194675,-0.558428,0.59348,4.94656,-0.800276,-0.107917,8.02469,12.0421,-0.333897,-0.0805956
15.925,3.41144,16.1127,0.632909,0.593096,9.76331,17.7699,0.194675,-0.558428,0.589478,4.94603,-0.800276,-0.107917,8.02302,12.0417,-0.333897,-0.0805949
15.93,3.4146,16.1156,0.63291,0.593096,9.76428,17.7671,0.194674,-0.558429,0.585477,4.94549,-0.800276,-0.107917,8.02135,12.0413,-0.333897,-0.0805943
15.935,3.41776,16.1186,0.63291,0.593096,9.76526,17.7644,0.194674,-0.558429,0.581475,4.94495,-0.800276,-0.107917,8.01968,12.0409,-0.333897,-0.0805936
15.94,3.42093,16.1216,0.632911,0.593096,9.76623,17.7616,0.194674,-0.55843,0.577474,4.94441,-0.800276,-0.107917,8.01801,12.0405,-0.333897,-0.080593
15.945,3.42409,16.1245,0.632911,0.593096,9.7672,17.7588,0.194673,-0.55843,0.573473,4.94387,-0.800276,-0.107917,8.01634,12.0401,-0.333897,-0.0805923
15.95,3.42726,16.1275,0.632912,0.593095,9.76818,17.756,0.194673,-0.558431,0.569471,4.94333,-0.800276,-0.107917,8.01467,12.0397,-0.333898,-0.0805917
15.955,3.43042,16.1305,0.632912,0.593095,9.76915,17.7532,0.194673,-0.558431,0.56547,4.94279,-0.800276,-0.107917,8.013,12.0393,-0.333898,-0.080591
15.96,3.43359,16.1334,0.632913,0.593095,9.77012,17.7504,0.194672,-0.558432,0.561469,4.94225,-0.800276,-0.107917,8.01134,12.0389,-0.333898,-0.0805903
15.965,3.43675,16.1364,0.632913,0.593095,9.7711,17.7476,0.194672,-0.558432,0.557467,4.94171,-0.800276,-0.107917,8.00967,12.0385,-0.333898,-0.0805897
15.97,3.43992,16.1394,0.632914,0.593095,9.77207,17.7448,0.194671,-0.558433,0.553466,4.94117,-0.800276,-0.107917,8.008,12.0381,-0.333898,-0.080589
15.975,3.44308,16.1423,0.632914,0.593094,9.77304,17.742,0.194671,-0.558433,0.549464,4.94063,-0.800276,-0.107917,8.00633,12.0377,-0.333898,-0.0805884
15.98,3.44625,16.1453,0.632915,0.593094,9.77402,17.7392,0.194671,-0.558434,0.545463,4.94009,-0.800276,-0.107917,8.00466,12.0373,-0.333899,-0.0805877
15.985,3.44941,16.1483,0.632915,0.593094,9.77499,17.7364,0.19467,-0.558434,0.541462,4.93955,-0.800276,-0.107917,8.00299,12.0369,-0.333899,-0.080587
15.99,3.45257,16.1512,0.632916,0.593094,9.77596,17.7336,0.19467,-0.558435,0.53746,4.93901,-0.800276,-0.107917,8.00132,12.0365,-0.333899,-0.0805864
15.995,3.45574,16.1542,0.632916,0.593094,9.77694,17.7308,0.19467,-0.558435,0.533459,4.93847,-0.800276,-0.107916,7.99965,12.0361,-0.333899,-0.0805857
16,3.4589,16.1572,0.632917,0.593093,9.77791,17.7281,0.194669,-0.558435,0.529457,4.93793,-0.800276,-0.107916,7.99798,12.0357,-0.333899,-0.080585
16.005,3.46207,16.1601,0.632917,0.593093,9.77888,17.7253,0.194669,-0.558436,0.525456,4.93739,-0.800276,-0.107916,7.99631,12.0353,-0.333899,-0.0805844
16.01,3.46523,16.1631,0.632918,0.593093,9.77986,17.7225,0.194669,-0.558436,0.521455,4.93685,-0.800276,-0.107916,7.99464,12.0349,-0.333899,-0.0805837
16.015,3.4684,16.166,0.632918,0.593093,9.78083,17.7197,0.194668,-0.558437,0.517453,4.93631,-0.800276,-0.107916,7.99297,12.0344,-0.3339,-0.080583
16.02,3.47156,16.169,0.632919,0.593093,9.7818,17.7169,0.194668,-0.558437,0.513452,4.93577,-0.800276,-0.107916,7.9913,12.034,-0.3339,-0.0805824
16.025,3.47473,16.172,0.632919,0.593092,9.78278,17.7141,0.194667,-0.558438,0.509451,4.93523,-0.800276,-0.107916,7.98963,12.0336,-0.3339,-0.0805817
16.03,3.47789,16.1749,0.63292,0.593092,9.78375,17.7113,0.194667,-0.558438,0.505449,4.93469,-0.800276,-0.107916,7.98796,12.0332,-0.3339,-0.080581
16.035,3.48106,16.1779,0.63292,0.593092,9.78472,17.7085,0.194667,-0.558439,0.501448,4.93415,-0.800276,-0.107916,7.98629,12.0328,-0.3339,-0.0805803
16.04,3.48422,16.1809,0.632921,0.593092,9.7857,17.7057,0.194666,-0.558439,0.497446,4.93361,-0.800276,-0.107916,7.98462,12.0324,-0.3339,-0.0805797
16.045,3.48739,16.1838,0.632921,0.593092,9.78667,17.7029,0.194666,-0.55844,0.493445,4.93308,-0.800276,-0.107916,7.98295,12.032,-0.3339,-0.080579
16.05,3.49055,16.1868,0.632922,0.593091,9.78764,17.7001,0.194666,-0.55844,0.489444,4.93254,-0.800276,-0.107916,7.98128,12.0316,-0.333901,-0.0805783
16.055,3.49371,16.1898,0.632922,0.593091,9.78862,17.6973,0.194665,-0.558441,0.485442,4.932,-0.800276,-0.107916,7.97961,12.0312,-0.333901,-0.0805776
16.06,3.49688,16.1927,0.632923,0.593091,9.78959,17.6945,0.194665,-0.558441,0.481441,4.93146,-0.800276,-0.107916,7.97795,12.0308,-0.333901,-0.0805769
16.065,3.50004,16.1957,0.632923,0.593091,9.79056,17.6918,0.194664,-0.558442,0.47744,4.93092,-0.800276,-0.107916,7.97628,12.0304,-0.333901,-0.0805763
16.07,3.50321,16.1987,0.632924,0.593091,9.79154,17.689,0.194664,-0.558442,0.473438,4.93038,-0.800276,-0.107916,7.97461,12.03,-0.333901,-0.0805756
16.075,3.50637,16.2016,0.632924,0.59309,9.79251,17.6862,0.194664,-0.558443,0.469437,4.92984,-0.800276,-0.107916,7.97294,12.0296,-0.333901,-0.0805749
16.08,3.50954,16.2046,0.632925,0.59309,9.79348,17.6834,0.194663,-0.558443,0.465435,4.9293,-0.800276,-0.107916,7.97127,12.0292,-0.333901,-0.0805742
16.085,3.5127,16.2076,0.632925,0.59309,9.79446,17.6806,0.194663,-0.558444,0.461434,4.92876,-0.800276,-0.107916,7.9696,12.0288,-0.333902,-0.0805735
16.09,3.51587,16.2105,0.632926,0.59309,9.79543,17.6778,0.194662,-0.558444,0.457433,4.92822,-0.800276,-0.107916,7.96793,12.0284,-0.333902,-0.0805728
16.095,3.51903,16.2135,0.632926,0.59309,9.7964,17.675,0.194662,-0.558445,0.453431,4.92768,-0.800276,-0.107916,7.96626,12.028,-0.333902,-0.0805721
16.1,3.5222,16.2165,0.632927,0.593089,9.79738,17.6722,0.194662,-0.558445,0.44943,4.92714,-0.800276,-0.107916,7.96459,12.0276,-0.333902,-0.0805714
16.105,3.52536,16.2194,0.632928,0.593089,9.79835,17.6694,0.194661,-0.558446,0.445428,4.9266,-0.800276,-0.107916,7.96292,12.0272,-0.333902,-0.0805707
16.11,3.52853,16.2224,0.632928,0.593089,9.79932,17.6666,0.194661,-0.558446,0.441427,4.92606,-0.800276,-0.107916,7.96125,12.0268,-0.333902,-0.08057
16.115,3.53169,16.2254,0.632929,0.593089,9.8003,17.6638,0.19466,-0.558447,0.437426,4.92552,-0.800276,-0.107916,7.95958,12.0264,-0.333902,-0.0805693
16.12,3.53485,16.2283,0.632929,0.593089,9.80127,17.661,0.19466,-0.558447,0.433424,4.92498,-0.800276,-0.107916,7.95791,12.026,-0.333903,-0.0805686
16.125,3.53802,16.2313,0.63293,0.593088,9.80224,17.6583,0.19466,-0.558448,0.429423,4.92444,-0.800276,-0.107916,7.95624,12.0256,-0.333903,-0.0805679
16.13,3.54118,16.2343,0.63293,0.593088,9.80322,17.6555,0.194659,-0.558448,0.425422,4.9239,-0.800276,-0.107916,7.95457,12.0252,-0.333903,-0.0805672
16.135,3.54435,16.2372,0.632931,0.593088,9.80419,17.6527,0.194659,-0.558449,0.42142,4.92336,-0.800276,-0.107916,7.9529,12.0248,-0.333903,-0.0805665
16.14,3.54751,16.2402,0.632931,0.593088,9.80516,17.6499,0.194658,-0.558449,0.417419,4.92282,-0.800276,-0.107916,7.95123,12.0244,-0.333903,-0.0805658
16.145,3.55068,16.2431,0.632932,0.593088,9.80613,17.6471,0.194658,-0.55845,0.413417,4.92228,-0.800276,-0.107916,7.94956,12.024,-0.333903,-0.0805651
16.15,3.55384,16.2461,0.632932,0.593087,9.80711,17.6443,0.194658,-0.55845,0.409416,4.92174,-0.800276,-0.107916,7.94789,12.0236,-0.333903,-0.0805644
16.155,3.55701,16.2491,0.632933,0.593087,9.80808,17.6415,0.194657,-0.558451,0.405415,4.9212,-0.800276,-0.107916,7.94622,12.0232,-0.333903,-0.0805637
16.16,3.56017,16.252,0.632933,0.593087,9.80905,17.6387,0.194657,-0.558451,0.401413,4.92066,-0.800276,-0.107916,7.94456,12.0228,-0.333904,-0.080563
16.165,3.56334,16.255,0.632934,0.593087,9.81003,17.6359,0.194656,-0.558452,0.397412,4.92013,-0.800276,-0.107916,7.94289,12.0224,-0.333904,-0.0805623
16.17,3.5665,16.258,0.632935,0.593087,9.811,17.6331,0.194656,-0.558452,0.393411,4.91959,-0.800276,-0.107916,7.94122,12.022,-0.333904,-0.0805616
16.175,3.56967,16.2609,0.632935,0.593086,9.81197,17.6303,0.194656,-0.558453,0.389409,4.91905,-0.800276,-0.107916,7.93955,12.0216,-0.333904,-0.0805609
16.18,3.57283,16.2639,0.632936,0.593086,9.81295,17.6275,0.194655,-0.558453,0.385408,4.91851,-0.800276,-0.107916,7.93788,12.0212,-0.333904,-0.0805602
16.185,3.576,16.2669,0.632936,0.593086,9.81392,17.6247,0.194655,-0.558454,0.381406,4.91797,-0.800276,-0.107916,7.93621,12.0208,-0.333904,-0.0805594
16.19,3.57916,16.2698,0.632937,0.593086,9.81489,17.622,0.194654,-0.558454,0.377405,4.91743,-0.800276,-0.107916,7.93454,12.0203,-0.333904,-0.0805587
16.195,3.58232,16.2728,0.632937,0.593085,9.81587,17.6192,0.194654,-0.558455,0.373404,4.91689,-0.800276,-0.107916,7.93287,12.0199,-0.333905,-0.080558
16.2,3.58549,16.2758,0.632938,0.593085,9.81684,17.6164,0.194653,-0.558455,0.369402,4.91635,-0.800276,-0.107916,7.9312,12.0195,-0.333905,-0.0805573
16.205,3.58865,16.2787,0.632938,0.593085,9.81781,17.6136,0.194653,-0.558456,0.365401,4.91581,-0.800276,-0.107916,7.92953,12.0191,-0.333905,-0.0805566
16.21,3.59182,16.2817,0.632939,0.593085,9.81879,17.6108,0.194653,-0.558456,0.3614,4.91527,-0.800276,-0.107916,7.92786,12.0187,-0.333905,-0.0805558
16.215,3.59498,16.2847,0.632939,0.593085,9.81976,17.608,0.194652,-0.558457,0.357398,4.91473,-0.800276,-0.107916,7.92619,12.0183,-0.333905,-0.0805551
16.22,3.59815,16.2876,0.63294,0.593084,9.82073,17.6052,0.194652,-0.558458,0.353397,4.91419,-0.800276,-0.107916,7.92452,12.0179,-0.333905,-0.0805544
16.225,3.60131,16.2906,0.632941,0.593084,9.82171,17.6024,0.194651,-0.558458,0.349395,4.91365,-0.800276,-0.107916,7.92285,12.0175,-0.333905,-0.0805537
16.23,3.60448,16.2936,0.632941,0.593084,9.82268,17.5996,0.194651,-0.558459,0.345394,4.91311,-0.800276,-0.107916,7.92118,12.0171,-0.333905,-0.0805529
16.235,3.60764,16.2965,0.632942,0.593084,9.82365,17.5968,0.19465,-0.558459,0.341393,4.91257,-0.800276,-0.107916,7.91951,12.0167,-0.333906,-0.0805522
16.24,3.61081,16.2995,0.632942,0.593083,9.82463,17.594,0.19465,-0.55846,0.337391,4.91203,-0.800276,-0.107916,7.91784,12.0163,-0.333906,-0.0805515
16.245,3.61397,16.3025,0.632943,0.593083,9.8256,17.5912,0.194649,-0.55846,0.33339,4.91149,-0.800276,-0.107916,7.91617,12.0159,-0.333906,-0.0805508
16.25,3.61714,16.3054,0.632943,0.593083,9.82657,17.5884,0.194649,-0.558461,0.329388,4.91095,-0.800276,-0.107916,7.9145,12.0155,-0.333906,-0.08055
16.255,3.6203,16.3084,0.632944,0.593083,9.82755,17.5857,0.194649,-0.558461,0.325387,4.91041,-0.800276,-0.107916,7.91283,12.0151,-0.333906,-0.0805493
16.26,3.62347,16.3114,0.632945,0.593083,9.82852,17.5829,0.194648,-0.558462,0.321386,4.90987,-0.800276,-0.107916,7.91116,12.0147,-0.333906,-0.0805486
16.265,3.62663,16.3143,0.632945,0.593082,9.82949,17.5801,0.194648,-0.558462,0.317384,4.90933,-0.800276,-0.107916,7.9095,12.0143,-0.333906,-0.0805478
16.27,3.6298,16.3173,0.632946,0.593082,9.83047,17.5773,0.194647,-0.558463,0.313383,4.90879,-0.800276,-0.107916,7.90783,12.0139,-0.333907,-0.0805471
16.275,3.63296,16.3202,0.632946,0.593082,9.83144,17.5745,0.194647,-0.558463,0.309382,4.90825,-0.800276,-0.107916,7.90616,12.0135,-0.333907,-0.0805463
16.28,3.63612,16.3232,0.632947,0.593082,9.83241,17.5717,0.194646,-0.558464,0.30538,4.90771,-0.800276,-0.107916,7.90449,12.0131,-0.333907,-0.0805456
16.285,3.63929,16.3262,0.632947,0.593081,9.83339,17.5689,0.194646,-0.558464,0.301379,4.90718,-0.800276,-0.107916,7.90282,12.0127,-0.333907,-0.0805449
16.29,3.64245,16.3291,0.632948,0.593081,9.83436,17.5661,0.194645,-0.558465,0.297377,4.90664,-0.800276,-0.107916,7.90115,12.0123,-0.333907,-0.0805441
16.295,3.64562,16.3321,0.632949,0.593081,9.83533,17.5633,0.194645,-0.558465,0.293376,4.9061,-0.800276,-0.107916,7.89948,12.0119,-0.333907,-0.0805434
16.3,3.64878,16.3351,0.632949,0.593081,9.83631,17.5605,0.194645,-0.558466,0.289375,4.90556,-0.800276,-0.107916,7.89781,12.0115,-0.333907,-0.0805426
16.305,3.65195,16.338,0.63295,0.593081,9.83728,17.5577,0.194644,-0.558466,0.285373,4.90502,-0.800276,-0.107916,7.89614,12.0111,-0.333907,-0.0805419
16.31,3.65511,16.341,0.63295,0.59308,9.83825,17.5549,0.194644,-0.558467,0.281372,4.90448,-0.800276,-0.107916,7.89447,12.0107,-0.333907,-0.0805411
16.315,3.65828,16.344,0.632951,0.59308,9.83923,17.5521,0.194643,-0.558467,0.277371,4.90394,-0.800276,-0.107916,7.8928,12.0103,-0.333908,-0.0805404
16.32,3.66144,16.3469,0.632951,0.59308,9.8402,17.5494,0.194643,-0.558468,0.273369,4.9034,-0.800276,-0.107916,7.89113,12.0099,-0.333908,-0.0805396
16.325,3.66461,16.3499,0.632952,0.59308,9.84117,17.5466,0.194642,-0.558468,0.269368,4.90286,-0.800276,-0.107916,7.88946,12.0095,-0.333908,-0.0805389
16.33,3.66777,16.3529,0.632953,0.593079,9.84215,17.5438,0.194642,-0.558469,0.265366,4.90232,-0.800276,-0.107916,7.88779,12.0091,-0.333908,-0.0805381
16.335,3.67094,16.3558,0.632953,0.593079,9.84312,17.541,0.194641,-0.55847,0.261365,4.90178,-0.800276,-0.107916,7.88612,12.0087,-0.333908,-0.0805374
16.34,3.6741,16.3588,0.632954,0.593079,9.84409,17.5382,0.194641,-0.55847,0.257364,4.90124,-0.800276,-0.107916,7.88445,12.0083,-0.333908,-0.0805366
16.345,3.67727,16.3618,0.632954,0.593079,9.84506,17.5354,0.19464,-0.558471,0.253362,4.9007,-0.800276,-0.107916,7.88278,12.0079,-0.333908,-0.0805359
16.35,3.68043,16.3647,0.632955,0.593078,9.84604,17.5326,0.19464,-0.558471,0.249361,4.90016,-0.800276,-0.107916,7.88111,12.0075,-0.333908,-0.0805351
16.355,3.6836,16.3677,0.632955,0.593078,9.84701,17.5298,0.194639,-0.558472,0.24536,4.89962,-0.800276,-0.107916,7.87944,12.0071,-0.333909,-0.0805344
16.36,3.68676,16.3707,0.632956,0.593078,9.84798,17.527,0.194639,-0.558472,0.241358,4.89908,-0.800276,-0.107916,7.87777,12.0067,-0.333909,-0.0805336
16.365,3.68993,16.3736,0.632957,0.593078,9.84896,17.5242,0.194638,-0.558473,0.237357,4.89854,-0.800276,-0.107916,7.8761,12.0063,-0.333909,-0.0805328
16.37,3.69309,16.3766,0.632957,0.593077,9.84993,17.5214,0.194638,-0.558473,0.233355,4.898,-0.800276,-0.107916,7.87443,12.0059,-0.333909,-0.0805321
16.375,3.69625,16.3796,0.632958,0.593077,9.8509,17.5186,0.194637,-0.558474,0.229354,4.89746,-0.800276,-0.107916,7.87277,12.0054,-0.333909,-0.0805313
16.38,3.69942,16.3825,0.632958,0.593077,9.85188,17.5158,0.194637,-0.558474,0.225353,4.89692,-0.800276,-0.107916,7.8711,12.005,-0.333909,-0.0805305
16.385,3.70258,16.3855,0.632959,0.593077,9.85285,17.5131,0.194636,-0.558475,0.221351,4.89638,-0.800276,-0.107916,7.86943,12.0046,-0.333909,-0.0805298
16.39,3.70575,16.3885,0.63296,0.593077,9.85382,17.5103,0.194636,-0.558475,0.21735,4.89584,-0.800276,-0.107916,7.86776,12.0042,-0.333909,-0.080529
16.395,3.70891,16.3914,0.63296,0.593076,9.8548,17.5075,0.194635,-0.558476,0.213348,4.8953,-0.800276,-0.107916,7.86609,12.0038,-0.333909,-0.0805282
16.4,3.71208,16.3944,0.632961,0.593076,9.85577,17.5047,0.194635,-0.558477,0.209347,4.89477,-0.800276,-0.107916,7.86442,12.0034,-0.33391,-0.0805275
16.405,3.71524,16.3974,0.632961,0.593076,9.85674,17.5019,0.194634,-0.558477,0.205346,4.89423,-0.800276,-0.107916,7.86275,12.003,-0.33391,-0.0805267
16.41,3.71841,16.4003,0.632962,0.593076,9.85772,17.4991,0.194634,-0.558478,0.201344,4.89369,-0.800276,-0.107916,7.86108,12.0026,-0.33391,-0.0805259
16.415,3.72157,16.4033,0.632963,0.593075,9.85869,17.4963,0.194634,-0.558478,0.197343,4.89315,-0.800276,-0.107916,7.85941,12.0022,-0.33391,-0.0805252
16.42,3.72474,16.4062,0.632963,0.593075,9.85966,17.4935,0.194633,-0.558479,0.193342,4.89261,-0.800276,-0.107916,7.85774,12.0018,-0.33391,-0.0805244
16.425,3.7279,16.4092,0.632964,0.593075,9.86064,17.4907,0.194633,-0.558479,0.18934,4.89207,-0.800276,-0.107916,7.85607,12.0014,-0.33391,-0.0805236
16.43,3.73107,16.4122,0.632964,0.593075,9.86161,17.4879,0.194632,-0.55848,0.185339,4.89153,-0.800276,-0.107916,7.8544,12.001,-0.33391,-0.0805228
16.435,3.73423,16.4151,0.632965,0.593074,9.86258,17.4851,0.194631,-0.55848,0.181337,4.89099,-0.800276,-0.107916,7.85273,12.0006,-0.33391,-0.080522
16.44,3.7374,16.4181,0.632966,0.593074,9.86356,17.4823,0.194631,-0.558481,0.177336,4.89045,-0.800275,-0.107916,7.85106,12.0002,-0.33391,-0.0805213
16.445,3.74056,16.4211,0.632966,0.593074,9.86453,17.4795,0.19463,-0.558481,0.173335,4.88991,-0.800275,-0.107916,7.84939,11.9998,-0.333911,-0.0805205
16.45,3.74373,16.424,0.632967,0.593074,9.8655,17.4767,0.19463,-0.558482,0.169333,4.88937,-0.800275,-0.107916,7.84772,11.9994,-0.333911,-0.0805197
16.455,3.74689,16.427,0.632967,0.593073,9.86647,17.474,0.194629,-0.558482,0.165332,4.88883,-0.800275,-0.107916,7.84605,11.999,-0.333911,-0.0805189
16.46,3.75006,16.43,0.632968,0.593073,9.86745,17.4712,0.194629,-0.558483,0.161331,4.88829,-0.800275,-0.107916,7.84438,11.9986,-0.333911,-0.0805181
16.465,3.75322,16.4329,0.632969,0.593073,9.86842,17.4684,0.194628,-0.558484,0.157329,4.88775,-0.800275,-0.107916,7.84271,11.9982,-0.333911,-0.0805173
16.47,3.75639,16.4359,0.632969,0.593073,9.86939,17.4656,0.194628,-0.558484,0.153328,4.88721,-0.800275,-0.107916,7.84104,11.9978,-0.333911,-0.0805166
16.475,3.75955,16.4389,0.63297,0.593072,9.87037,17.4628,0.194627,-0.558485,0.149326,4.88667,-0.800275,-0.107916,7.83937,11.9974,-0.333911,-0.0805158
16.48,3.76272,16.4418,0.632971,0.593072,9.87134,17.46,0.194627,-0.558485,0.145325,4.88613,-0.800275,-0.107916,7.8377,11.997,-0.333911,-0.080515
16.485,3.76588,16.4448,0.632971,0.593072,9.87231,17.4572,0.194626,-0.558486,0.141324,4.88559,-0.800275,-0.107915,7.83604,11.9966,-0.333911,-0.0805142
16.49,3.76905,16.4478,0.632972,0.593072,9.87329,17.4544,0.194626,-0.558486,0.137322,4.88505,-0.800275,-0.107915,7.83437,11.9962,-0.333912,-0.0805134
16.495,3.77221,16.4507,0.632972,0.593071,9.87426,17.4516,0.194625,-0.558487,0.133321,4.88451,-0.800275,-0.107915,7.8327,11.9958,-0.333912,-0.0805126
16.5,3.77538,16.4537,0.632973,0.593071,9.87523,17.4488,0.194625,-0.558487,0.12932,4.88397,-0.800275,-0.107915,7.83103,11.9954,-0.333912,-0.0805118
16.505,3.77854,16.4567,0.632974,0.593071,9.87621,17.446,0.194624,-0.558488,0.125318,4.88343,-0.800275,-0.107915,7.82936,11.995,-0.333912,-0.080511
16.51,3.78171,16.4596,0.632974,0.593071,9.87718,17.4432,0.194624,-0.558489,0.121317,4.88289,-0.800275,-0.107915,7.82769,11.9946,-0.333912,-0.0805102
16.515,3.78487,16.4626,0.632975,0.59307,9.87815,17.4404,0.194623,-0.558489,0.117315,4.88235,-0.800275,-0.107915,7.82602,11.9942,-0.333912,-0.0805094
16.52,3.78804,16.4656,0.632976,0.59307,9.87913,17.4377,0.194623,-0.55849,0.113314,4.88182,-0.800275,-0.107915,7.82435,11.9938,-0.333912,-0.0805086
16.525,3.7912,16.4685,0.632976,0.59307,9.8801,17.4349,0.194622,-0.55849,0.109313,4.88128,-0.800275,-0.107915,7.82268,11.9934,-0.333912,-0.0805078
16.53,3.79436,16.4715,0.632977,0.59307,9.88107,17.4321,0.194622,-0.558491,0.105311,4.88074,-0.800275,-0.107915,7.82101,11.993,-0.333912,-0.080507
16.535,3.79753,16.4744,0.632977,0.593069,9.88204,17.4293,0.194621,-0.558491,0.10131,4.8802,-0.800275,-0.107915,7.81934,11.9926,-0.333912,-0.0805062
16.54,3.80069,16.4774,0.632978,0.593069,9.88302,17.4265,0.19462,-0.558492,0.0973086,4.87966,-0.800275,-0.107915,7.81767,11.9922,-0.333913,-0.0805054
16.545,3.80386,16.4804,0.632979,0.593069,9.88399,17.4237,0.19462,-0.558492,0.0933072,4.87912,-0.800275,-0.107915,7.816,11.9918,-0.333913,-0.0805046
16.55,3.80702,16.4833,0.632979,0.593069,9.88496,17.4209,0.194619,-0.558493,0.0893058,4.87858,-0.800275,-0.107915,7.81433,11.9914,-0.333913,-0.0805038
16.555,3.81019,16.4863,0.63298,0.593068,9.88594,17.4181,0.194619,-0.558494,0.0853044,4.87804,-0.800275,-0.107915,7.81266,11.991,-0.333913,-0.080503
16.56,3.81335,16.4893,0.632981,0.593068,9.88691,17.4153,0.194618,-0.558494,0.081303,4.8775,-0.800275,-0.107915,7.81099,11.9906,-0.333913,-0.0805022
16.565,3.81652,16.4922,0.632981,0.593068,9.88788,17.4125,0.194618,-0.558495,0.0773017,4.87696,-0.800275,-0.107915,7.80932,11.9901,-0.333913,-0.0805014
16.57,3.81968,16.4952,0.632982,0.593067,9.88886,17.4097,0.194617,-0.558495,0.0733003,4.87642,-0.800275,-0.107915,7.80765,11.9897,-0.333913,-0.0805005
16.575,3.82285,16.4982,0.632982,0.593067,9.88983,17.4069,0.194617,-0.558496,0.0692989,4.87588,-0.800275,-0.107915,7.80598,11.9893,-0.333913,-0.0804997
16.58,3.82601,16.5011,0.632983,0.593067,9.8908,17.4041,0.194616,-0.558496,0.0652975,4.87534,-0.800275,-0.107915,7.80431,11.9889,-0.333913,-0.0804989
16.585,3.82918,16.5041,0.632984,0.593067,9.89178,17.4014,0.194615,-0.558497,0.0612962,4.8748,-0.800275,-0.107915,7.80264,11.9885,-0.333913,-0.0804981
16.59,3.83234,16.5071,0.632984,0.593066,9.89275,17.3986,0.194615,-0.558497,0.0572948,4.87426,-0.800275,-0.107915,7.80097,11.9881,-0.333913,-0.0804973
16.595,3.83551,16.51,0.632985,0.593066,9.89372,17.3958,0.194614,-0.558498,0.0532934,4.87372,-0.800275,-0.107915,7.7993,11.9877,-0.333914,-0.0804965
16.6,3.83867,16.513,0.632986,0.593066,9.89469,17.393,0.194614,-0.558499,0.049292,4.87318,-0.800275,-0.107915,7.79764,11.9873,-0.333914,-0.0804956
16.605,3.84184,16.516,0.632986,0.593066,9.89567,17.3902,0.194613,-0.558499,0.0452907,4.87264,-0.800275,-0.107915,7.79597,11.9869,-0.333914,-0.0804948
16.61,3.845,16.5189,0.632987,0.593065,9.89664,17.3874,0.194613,-0.5585,0.0412893,4.8721,-0.800275,-0.107915,7.7943,11.9865,-0.333914,-0.080494
16.615,3.84817,16.5219,0.632988,0.593065,9.89761,17.3846,0.194612,-0.5585,0.0372879,4.87156,-0.800275,-0.107915,7.79263,11.9861,-0.333914,-0.0804932
16.62,3.85133,16.5249,0.632988,0.593065,9.89859,17.3818,0.194612,-0.558501,0.0332865,4.87102,-0.800275,-0.107915,7.79096,11.9857,-0.333914,-0.0804924
16.625,3.8545,16.5278,0.632989,0.593065,9.89956,17.379,0.194611,-0.558501,0.0292852,4.87048,-0.800275,-0.107915,7.78929,11.9853,-0.333914,-0.0804915
16.63,3.85766,16.5308,0.63299,0.593064,9.90053,17.3762,0.19461,-0.558502,0.0252838,4.86994,-0.800275,-0.107915,7.78762,11.9849,-0.333914,-0.0804907
16.635,3.86083,16.5338,0.63299,0.593064,9.90151,17.3734,0.19461,-0.558502,0.0212824,4.8694,-0.800275,-0.107915,7.78595,11.9845,-0.333914,-0.0804899
16.64,3.86399,16.5367,0.632991,0.593064,9.90248,17.3706,0.194609,-0.558503,0.017281,4.86887,-0.800275,-0.107915,7.78428,11.9841,-0.333914,-0.080489
16.645,3.86716,16.5397,0.632992,0.593063,9.90345,17.3678,0.194609,-0.558504,0.0132796,4.86833,-0.800275,-0.107915,7.78261,11.9837,-0.333914,-0.0804882
16.65,3.87032,16.5427,0.632992,0.593063,9.90443,17.3651,0.194608,-0.558504,0.00927827,4.86779,-0.800275,-0.107915,7.78094,11.9833,-0.333914,-0.0804874
16.655,3.87349,16.5456,0.632993,0.593063,9.9054,17.3623,0.194607,-0.558505,0.0052769,4.86725,-0.800275,-0.107915,7.77927,11.9829,-0.333915,-0.0804866
16.66,3.87665,16.5486,0.632994,0.593063,9.90637,17.3595,0.194607,-0.558505,0.00127552,4.86671,-0.800275,-0.107915,7.7776,11.9825,-0.333915,-0.0804857
16.665,3.87982,16.5515,0.632994,0.593062,9.90734,17.3567,0.194606,-0.558506,0.00272585,4.86617,0.800275,-0.107915,7.77593,11.9821,-0.333915,-0.0804849
16.67,3.88298,16.5545,0.632995,0.593062,9.90832,17.3539,0.194606,-0.558506,0.00672723,4.86563,0.800275,-0.107915,7.77426,11.9817,-0.333915,-0.080484
16.675,3.88615,16.5575,0.632996,0.593062,9.90929,17.3511,0.194605,-0.558507,0.0107286,4.86509,0.800275,-0.107915,7.77259,11.9813,-0.333915,-0.0804832
16.68,3.88931,16.5604,0.632996,0.593062,9.91026,17.3483,0.194604,-0.558508,0.01473,4.86455,0.800275,-0.107915,7.77092,11.9809,-0.333915,-0.0804824
