t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9,x10,y10,vx10,vy10,x11,y11,vx11,vy11,x12,y12,vx12,vy12,x13,y13,vx13,vy13,x14,y14,vx14,vy14,x15,y15,vx15,vy15,x16,y16,vx16,vy16,x17,y17,vx17,vy17,x18,y18,vx18,vy18,x19,y19,vx19,vy19,x20,y20,vx20,vy20,x21,y21,vx21,vy21,x22,y22,vx22,vy22,x23,y23,vx23,vy23,x24,y24,vx24,vy24,x25,y25,vx25,vy25,x26,y26,vx26,vy26,x27,y27,vx27,vy27,x28,y28,vx28,vy28,x29,y29,vx29,vy29,x30,y30,vx30,vy30,x31,y31,vx31,vy31,x32,y32,vx32,vy32,x33,y33,vx33,vy33,x34,y34,vx34,vy34,x35,y35,vx35,vy35
6.505,0.89664,6.57845,0.566696,0.378081,2.00879,6.74419,2.03424,0.891683,3.11448,8.24038,-0.1318,-1.21127,0.489046,11.3636,0.815715,0.16471,5.97725,12.6426,0.686248,0.749776,4.92456,17.074,0.205768,0.423493,3.32236,7.13506,0.479585,-0.393749,10.1397,8.35163,0.224762,0.683409,0.298439,9.88514,0.574432,0.877521,1.46452,8.7265,1.03384,-1.27373,3.95884,8.83282,1.72288,-0.151593,2.20455,16.8022,-0.469175,-0.967018,7.14209,1.57589,-0.382113,0.651718,12.8095,3.48329,-0.722734,-1.20807,11.4187,6.81795,0.743421,-0.481039,9.84852,10.3377,-0.19839,-0.671607,7.67716,9.47841,-0.522456,-0.575119,7.01615,18.3536,-0.331374,0.154712,11.7483,4.19984,1.1214,0.966158,15.6339,0.237432,0.789125,-1.05138,13.1935,9.07074,-0.27227,-0.0407448,13.504,10.4862,0.183164,0.248044,11.8359,15.7188,-0.573138,1.37365,7.629,15.6409,-0.523988,-0.216875,8.65009,3.79112,-0.741012,0.283414,15.4889,8.90242,0.420658,0.0579248,13.9789,5.15625,0.130329,-0.0572638,17.4927,11.0202,1.00587,-0.873714,15.3657,13.7288,1.21277,0.94615,19.5953,18.0236,0.840949,-0.685353,16.6803,5.22168,-0.548728,-0.0883704,17.4369,7.25097,-0.79306,0.0848491,19.9863,8.00599,-1.16761,-0.0615653,14.4347,10.1017,0.397438,-0.304605,14.9294,14.9079,-0.60056,0.21591,13.4394,16.5133,-0.679915,-0.201586
6.51,0.899476,6.58034,0.568607,0.378875,2.01899,6.74866,2.04245,0.896147,3.11368,8.23423,-0.181842,-1.24465,0.493123,11.3645,0.81498,0.158632,5.98068,12.6464,0.686264,0.749777,4.92558,17.0761,0.205898,0.423574,3.32474,7.13309,0.470825,-0.394534,10.1408,8.35505,0.225161,0.683651,0.301319,9.88953,0.577574,0.881141,1.46969,8.72013,1.03437,-1.27336,3.96759,8.83215,1.76865,-0.120588,2.20221,16.7974,-0.469069,-0.967009,7.14018,1.57915,-0.382044,0.651819,12.8058,3.47727,-0.731891,-1.20086,11.4225,6.81555,0.742948,-0.480443,9.84753,10.3344,-0.198517,-0.67262,7.67455,9.47553,-0.522082,-0.575042,7.0145,18.3544,-0.331545,0.154503,11.7539,4.20465,1.13116,0.959826,15.6378,0.232175,0.789121,-1.05138,13.1921,9.07056,-0.267653,-0.0316415,13.5047,10.4875,0.0871587,0.280323,11.833,15.7256,-0.571372,1.37449,7.62638,15.6399,-0.524055,-0.216782,8.64639,3.79253,-0.741029,0.283328,15.491,8.90272,0.41771,0.0609856,13.9796,5.15596,0.129737,-0.0579499,17.4977,11.0159,1.00578,-0.873774,15.3718,13.7335,1.20857,0.957304,19.5995,18.0202,0.840948,-0.685354,16.6775,5.22124,-0.548667,-0.0878692,17.433,7.25139,-0.793266,0.0845149,19.9805,8.00568,-1.16774,-0.0615968,14.4369,10.1001,0.491879,-0.349179,14.9264,14.9089,-0.596742,0.205097,13.436,16.5123,-0.681302,-0.202818
6.515,0.902326,6.58224,0.572333,0.379956,2.02922,6.75315,2.04916,0.900481,3.11266,8.22794,-0.221717,-1.26967,0.497196,11.3652,0.814227,0.152477,5.98411,12.6501,0.68628,0.749779,4.92661,17.0782,0.206032,0.423655,3.32707,7.13111,0.461982,-0.396416,10.1419,8.35847,0.225544,0.683927,0.304214,9.89395,0.580643,0.88491,1.47486,8.71376,1.03504,-1.27312,3.97653,8.83162,1.80396,-0.0969495,2.19986,16.7926,-0.468964,-0.967,7.13827,1.58241,-0.381974,0.651921,12.8021,3.47128,-0.741008,-1.19354,11.4262,6.81315,0.742488,-0.479863,9.84653,10.331,-0.198638,-0.673651,7.67194,9.47266,-0.52171,-0.574966,7.01284,18.3552,-0.331718,0.154293,11.7596,4.20943,1.14088,0.953377,15.6418,0.226919,0.789118,-1.05137,13.1908,9.07042,-0.263059,-0.0226114,13.5049,10.489,-0.00325645,0.310556,11.8301,15.7325,-0.569578,1.37534,7.62375,15.6388,-0.524123,-0.21669,8.64268,3.79395,-0.741048,0.28324,15.4931,8.90303,0.414748,0.0640629,13.9802,5.15567,0.129153,-0.0586222,17.5028,11.0115,1.00568,-0.873835,15.3778,13.7383,1.20428,0.968428,19.6037,18.0167,0.840947,-0.685355,16.6748,5.2208,-0.548607,-0.0873685,17.429,7.25181,-0.793471,0.0841831,19.9747,8.00537,-1.16788,-0.0616283,14.4396,10.0982,0.580769,-0.391652,14.9234,14.9099,-0.592837,0.194315,13.4326,16.5113,-0.682716,-0.204057
6.52,0.905199,6.58414,0.577625,0.381289,2.03948,6.75767,2.05463,0.904721,3.11146,8.22154,-0.2529,-1.28727,0.501265,11.366,0.813456,0.146245,5.98754,12.6539,0.686297,0.749782,4.92764,17.0803,0.206168,0.423738,3.32936,7.12912,0.453082,-0.399485,10.1431,8.36189,0.22591,0.684236,0.307125,9.89838,0.583645,0.88883,1.48004,8.7074,1.03587,-1.273,3.98563,8.83118,1.83025,-0.0796417,2.19752,16.7877,-0.46886,-0.96699,7.13636,1.58567,-0.381904,0.652023,12.7984,3.46533,-0.750081,-1.18611,11.4299,6.81075,0.742041,-0.4793,9.84554,10.3277,-0.198754,-0.674702,7.66933,9.46979,-0.52134,-0.574889,7.01118,18.356,-0.331892,0.154083,11.7653,4.21419,1.15055,0.946811,15.6457,0.221662,0.789114,-1.05136,13.1895,9.07033,-0.258493,-0.013656,13.5047,10.4906,-0.0867553,0.338158,11.8273,15.7394,-0.567754,1.37619,7.62113,15.6377,-0.524191,-0.216599,8.63898,3.79537,-0.741067,0.283152,15.4951,8.90336,0.411766,0.0671627,13.9809,5.15538,0.128575,-0.059281,17.5078,11.0071,1.00558,-0.873896,15.3838,13.7432,1.1999,0.979521,19.6079,18.0133,0.840945,-0.685356,16.6721,5.22037,-0.548548,-0.0868682,17.425,7.25223,-0.793677,0.0838538,19.9688,8.00507,-1.16802,-0.0616599,14.4428,10.0961,0.662789,-0.431444,14.9205,14.9109,-0.588846,0.183566,13.4292,16.5103,-0.684158,-0.205303
6.525,0.908102,6.58605,0.584261,0.382845,2.04976,6.7622,2.05908,0.908904,3.11013,8.21507,-0.276813,-1.29839,0.505331,11.3667,0.812668,0.139932,5.99097,12.6576,0.686313,0.749785,4.92868,17.0825,0.206307,0.423821,3.3316,7.12712,0.444151,-0.403823,10.1442,8.36531,0.226261,0.684577,0.310051,9.90284,0.586581,0.892899,1.48522,8.70103,1.03684,-1.27301,3.99483,8.83082,1.84891,-0.0676691,2.19517,16.7829,-0.468757,-0.96698,7.13445,1.58893,-0.381834,0.652127,12.7946,3.45942,-0.759106,-1.17857,11.4336,6.80836,0.741608,-0.478752,9.84455,10.3243,-0.198865,-0.675772,7.66673,9.46691,-0.52097,-0.574814,7.00952,18.3567,-0.332069,0.153872,11.7711,4.2189,1.16017,0.940131,15.6497,0.216405,0.789111,-1.05136,13.1882,9.07029,-0.253957,-0.00477623,13.504,10.4924,-0.162417,0.362705,11.8245,15.7463,-0.565901,1.37705,7.61851,15.6366,-0.52426,-0.216508,8.63527,3.79678,-0.741088,0.283063,15.4972,8.90371,0.408762,0.0702904,13.9815,5.15508,0.128003,-0.059927,17.5128,11.0028,1.00548,-0.873958,15.3898,13.7481,1.19544,0.990583,19.6121,18.0099,0.840944,-0.685357,16.6693,5.21994,-0.548491,-0.0863684,17.4211,7.25265,-0.793883,0.0835268,19.963,8.00476,-1.16815,-0.0616915,14.4463,10.0939,0.737028,-0.468137,14.9176,14.9117,-0.584769,0.172849,13.4257,16.5093,-0.685629,-0.206555
6.53,0.911041,6.58797,0.592039,0.384597,2.06007,6.76676,2.06272,0.91306,3.10869,8.20855,-0.294771,-1.30384,0.509392,11.3674,0.81186,0.133537,5.9944,12.6614,0.68633,0.749788,4.92971,17.0846,0.206448,0.423905,3.3338,7.12509,0.43522,-0.40951,10.1453,8.36874,0.226595,0.684953,0.312991,9.90731,0.589456,0.897119,1.49041,8.69467,1.03796,-1.27314,4.00412,8.83051,1.86122,-0.0601195,2.19283,16.7781,-0.468656,-0.96697,7.13254,1.59219,-0.381763,0.652231,12.7908,3.45355,-0.768082,-1.17094,11.4373,6.80596,0.741186,-0.478219,9.84355,10.3209,-0.198969,-0.676863,7.66413,9.46404,-0.520602,-0.574738,7.00786,18.3575,-0.332247,0.15366,11.7769,4.22359,1.16974,0.933336,15.6536,0.211148,0.789107,-1.05135,13.1869,9.07028,-0.249453,0.00402719,13.5031,10.4942,-0.229726,0.383938,11.8216,15.7532,-0.564018,1.37791,7.61589,15.6355,-0.524328,-0.216417,8.63157,3.7982,-0.74111,0.282973,15.4992,8.90406,0.405729,0.0734515,13.9822,5.15478,0.127436,-0.0605603,17.5179,10.9984,1.00538,-0.87402,15.3958,13.7531,1.19089,1.00161,19.6163,18.0065,0.840943,-0.685358,16.6666,5.21951,-0.548435,-0.085869,17.4171,7.25307,-0.79409,0.0832023,19.9571,8.00445,-1.16829,-0.0617232,14.4501,10.0915,0.802976,-0.501475,14.9146,14.9126,-0.580606,0.162165,13.4223,16.5082,-0.687128,-0.207814
6.535,0.914022,6.58989,0.600783,0.38652,2.07039,6.77133,2.06572,0.917217,3.10718,8.20203,-0.307945,-1.30436,0.513449,11.368,0.811033,0.127057,5.99784,12.6651,0.686346,0.749792,4.93074,17.0867,0.206593,0.423989,3.33595,7.12302,0.426321,-0.416615,10.1465,8.37216,0.226914,0.685361,0.315945,9.91181,0.592273,0.90149,1.4956,8.6883,1.03923,-1.27341,4.01345,8.83022,1.86832,-0.0561851,2.19049,16.7732,-0.468555,-0.96696,7.13063,1.59545,-0.381692,0.652335,12.787,3.44771,-0.777003,-1.16319,11.441,6.80357,0.740777,-0.477702,9.84256,10.3175,-0.199068,-0.677974,7.66152,9.46116,-0.520236,-0.574663,7.0062,18.3583,-0.332427,0.153448,11.7828,4.22824,1.17924,0.926429,15.6576,0.205891,0.789104,-1.05134,13.1857,9.07033,-0.244985,0.012754,13.5018,10.4962,-0.288536,0.401754,11.8188,15.7601,-0.562104,1.37878,7.61327,15.6344,-0.524396,-0.216327,8.62786,3.79961,-0.741134,0.282882,15.5012,8.90444,0.402664,0.076651,13.9828,5.15447,0.126875,-0.0611816,17.5229,10.994,1.00529,-0.874083,15.4017,13.7582,1.18626,1.01261,19.6205,18.003,0.840942,-0.685359,16.6638,5.21908,-0.548381,-0.08537,17.4131,7.25348,-0.794297,0.0828802,19.9513,8.00414,-1.16843,-0.061755,14.4543,10.0889,0.860492,-0.531359,14.9117,14.9134,-0.576357,0.151515,13.4189,16.5072,-0.688657,-0.20908
6.54,0.917049,6.59183,0.610336,0.388592,2.08073,6.77593,2.06823,0.9214,3.10562,8.19551,-0.317354,-1.30061,0.517502,11.3686,0.810186,0.12049,6.00127,12.6689,0.686363,0.749796,4.93177,17.0888,0.206741,0.424075,3.33806,7.12092,0.417489,-0.425199,10.1476,8.37559,0.227217,0.685804,0.318914,9.91633,0.595036,0.906011,1.5008,8.68193,1.04064,-1.27379,4.0228,8.82994,1.87119,-0.0551679,2.18814,16.7684,-0.468456,-0.96695,7.12873,1.59871,-0.38162,0.65244,12.783,3.44192,-0.785869,-1.15535,11.4447,6.80119,0.74038,-0.4772,9.84156,10.3141,-0.19916,-0.679106,7.65892,9.45829,-0.519871,-0.574588,7.00453,18.359,-0.332609,0.153235,11.7887,4.23285,1.18869,0.91941,15.6615,0.200635,0.7891,-1.05134,13.1845,9.07041,-0.240552,0.0214043,13.5002,10.4982,-0.339006,0.416178,11.816,15.767,-0.560159,1.37965,7.61065,15.6334,-0.524465,-0.216237,8.62415,3.80102,-0.741159,0.28279,15.5032,8.90483,0.399564,0.0798936,13.9834,5.15416,0.126318,-0.0617912,17.5279,10.9896,1.00519,-0.874146,15.4076,13.7632,1.18153,1.02358,19.6247,17.9996,0.84094,-0.68536,16.6611,5.21865,-0.548329,-0.0848715,17.4092,7.2539,-0.794505,0.0825606,19.9454,8.00383,-1.16857,-0.0617867,14.4587,10.0862,0.909742,-0.557821,14.9089,14.9141,-0.572022,0.140899,13.4154,16.5061,-0.690215,-0.210351
6.545,0.920126,6.59378,0.620559,0.390794,2.09107,6.78054,2.07038,0.925629,3.10401,8.18902,-0.323869,-1.29311,0.521551,11.3692,0.80932,0.113834,6.0047,12.6726,0.68638,0.7498,4.93281,17.0909,0.206891,0.424161,3.34013,7.11877,0.408764,-0.435312,10.1487,8.37902,0.227504,0.686281,0.321896,9.92087,0.597747,0.910683,1.50601,8.67556,1.04221,-1.2743,4.03216,8.82967,1.87067,-0.0564763,2.1858,16.7636,-0.468357,-0.96694,7.12682,1.60198,-0.381548,0.652546,12.7791,3.43616,-0.794675,-1.1474,11.4484,6.7988,0.739995,-0.476713,9.84056,10.3107,-0.199247,-0.68026,7.65632,9.45542,-0.519507,-0.574513,7.00287,18.3598,-0.332793,0.153021,11.7947,4.23743,1.19807,0.912281,15.6655,0.195378,0.789097,-1.05133,13.1833,9.07054,-0.236158,0.0299787,13.4984,10.5004,-0.381531,0.427339,11.8132,15.7739,-0.558183,1.38053,7.60802,15.6323,-0.524534,-0.216148,8.62045,3.80244,-0.741184,0.282698,15.5052,8.90524,0.396425,0.0831837,13.9841,5.15385,0.125766,-0.0623894,17.5329,10.9853,1.00509,-0.87421,15.4135,13.7684,1.17672,1.03451,19.6289,17.9962,0.840939,-0.685361,16.6583,5.21823,-0.548278,-0.0843734,17.4052,7.25431,-0.794713,0.0822435,19.9396,8.00352,-1.16871,-0.0618185,14.4634,10.0833,0.951126,-0.580994,14.906,14.9148,-0.567601,0.130318,13.412,16.5051,-0.691804,-0.211629
6.55,0.923255,6.59574,0.631331,0.393108,2.10143,6.78518,2.07228,0.929924,3.10238,8.18258,-0.328222,-1.28234,0.525595,11.3698,0.808432,0.107086,6.00813,12.6764,0.686397,0.749805,4.93384,17.0931,0.207045,0.424248,3.34215,7.11657,0.400186,-0.446989,10.1499,8.38245,0.227775,0.686792,0.324891,9.92543,0.600411,0.915508,1.51122,8.66919,1.04391,-1.27494,4.04151,8.82938,1.86747,-0.0596155,2.18346,16.7587,-0.468259,-0.96693,7.12491,1.60524,-0.381475,0.652653,12.7751,3.43044,-0.80342,-1.13936,11.4521,6.79642,0.739621,-0.47624,9.83957,10.3073,-0.199326,-0.681436,7.65373,9.45255,-0.519145,-0.574439,7.00121,18.3606,-0.332978,0.152806,11.8007,4.24197,1.20739,0.905042,15.6694,0.190121,0.789093,-1.05133,13.1821,9.07071,-0.231802,0.0384778,13.4964,10.5025,-0.416672,0.435442,11.8104,15.7808,-0.556174,1.38142,7.6054,15.6312,-0.524603,-0.216059,8.61674,3.80385,-0.741212,0.282605,15.5072,8.90566,0.393243,0.0865253,13.9847,5.15354,0.125218,-0.0629768,17.538,10.9809,1.005,-0.874274,15.4194,13.7736,1.17182,1.04541,19.6331,17.9927,0.840938,-0.685362,16.6556,5.21781,-0.548229,-0.0838757,17.4012,7.25472,-0.794921,0.0819289,19.9338,8.00321,-1.16885,-0.0618504,14.4682,10.0803,0.985207,-0.601088,14.9032,14.9154,-0.563094,0.119771,13.4085,16.504,-0.693424,-0.212913
6.555,0.926439,6.59771,0.642547,0.395519,2.1118,6.78984,2.074,0.9343,3.10073,8.1762,-0.331022,-1.26866,0.529635,11.3703,0.807524,0.100244,6.01156,12.6801,0.686414,0.74981,4.93488,17.0952,0.207201,0.424336,3.34413,7.1143,0.391801,-0.460251,10.151,8.38589,0.228031,0.687339,0.3279,9.93002,0.603029,0.920485,1.51644,8.66281,1.04577,-1.27571,4.05083,8.82907,1.86218,-0.0641764,2.18112,16.7539,-0.468163,-0.96692,7.123,1.6085,-0.381402,0.65276,12.7711,3.42476,-0.8121,-1.13121,11.4558,6.79404,0.739258,-0.475782,9.83857,10.3039,-0.199399,-0.682635,7.65113,9.44967,-0.518784,-0.574364,6.99954,18.3613,-0.333166,0.152591,11.8068,4.24648,1.21664,0.897696,15.6734,0.184865,0.78909,-1.05132,13.181,9.07093,-0.227486,0.046903,13.4942,10.5047,-0.445083,0.440738,11.8077,15.7877,-0.554133,1.38231,7.60278,15.6301,-0.524672,-0.215971,8.61304,3.80526,-0.74124,0.282511,15.5092,8.9061,0.390015,0.0899222,13.9853,5.15322,0.124673,-0.0635536,17.543,10.9765,1.0049,-0.874338,15.4252,13.7788,1.16684,1.05627,19.6373,17.9893,0.840937,-0.685363,16.6529,5.21739,-0.548181,-0.0833784,17.3972,7.25513,-0.79513,0.0816168,19.9279,8.0029,-1.16899,-0.0618823,14.4732,10.0773,1.01265,-0.618357,14.9004,14.916,-0.558501,0.109261,13.405,16.503,-0.695076,-0.214203
6.56,0.92968,6.59969,0.654115,0.398014,2.12217,6.79453,2.07563,0.938769,3.09907,8.16989,-0.332773,-1.25241,0.533671,11.3708,0.806594,0.0933047,6.01499,12.6839,0.686431,0.749816,4.93591,17.0973,0.20736,0.424425,3.34607,7.11196,0.383656,-0.475101,10.1522,8.38933,0.228272,0.68792,0.330921,9.93464,0.605606,0.925616,1.52168,8.65643,1.04778,-1.2766,4.06013,8.82874,1.85525,-0.0698238,2.17878,16.7491,-0.468068,-0.966909,7.1211,1.61177,-0.381328,0.652869,12.767,3.41913,-0.820712,-1.12296,11.4595,6.79166,0.738907,-0.475338,9.83757,10.3005,-0.199466,-0.683858,7.64854,9.4468,-0.518425,-0.574291,6.99787,18.3621,-0.333355,0.152375,11.8129,4.25095,1.22582,0.890244,15.6773,0.179608,0.789087,-1.05131,13.1799,9.07118,-0.22321,0.0552556,13.4919,10.5069,-0.467469,0.443501,11.8049,15.7946,-0.552059,1.3832,7.60016,15.629,-0.524742,-0.215883,8.60933,3.80668,-0.74127,0.282416,15.5111,8.90656,0.386738,0.0933777,13.9859,5.1529,0.124132,-0.0641203,17.548,10.9722,1.0048,-0.874403,15.4311,13.7842,1.16176,1.0671,19.6415,17.9859,0.840935,-0.685363,16.6501,5.21697,-0.548135,-0.0828815,17.3933,7.25553,-0.795339,0.0813072,19.9221,8.00259,-1.16914,-0.0619142,14.4784,10.0742,1.03415,-0.633083,14.8976,14.9165,-0.553823,0.0987877,13.4016,16.5019,-0.69676,-0.215498
6.565,0.93298,6.60169,0.665953,0.40058,2.13255,6.79923,2.07719,0.943339,3.0974,8.16367,-0.333885,-1.23388,0.537701,11.3712,0.805641,0.0862664,6.01843,12.6876,0.686448,0.749822,4.93695,17.0994,0.207522,0.424514,3.34796,7.10955,0.375804,-0.491522,10.1533,8.39277,0.228498,0.688536,0.333956,9.93928,0.608144,0.930901,1.52692,8.65005,1.04993,-1.27762,4.06939,8.82837,1.8471,-0.0762847,2.17644,16.7442,-0.467973,-0.966899,7.11919,1.61503,-0.381254,0.652977,12.7629,3.41354,-0.829255,-1.11461,11.4632,6.78929,0.738566,-0.474907,9.83658,10.2971,-0.199525,-0.685104,7.64595,9.44393,-0.518067,-0.574217,6.99621,18.3628,-0.333546,0.152158,11.819,4.25538,1.23493,0.882687,15.6812,0.174352,0.789083,-1.05131,13.1787,9.07148,-0.218973,0.0635372,13.4895,10.5091,-0.484536,0.444016,11.8021,15.8015,-0.549952,1.38411,7.59753,15.628,-0.524811,-0.215796,8.60562,3.80809,-0.741301,0.28232,15.513,8.90704,0.38341,0.0968952,13.9865,5.15258,0.123593,-0.0646772,17.553,10.9678,1.0047,-0.874469,15.4369,13.7895,1.15661,1.07789,19.6457,17.9825,0.840934,-0.685364,16.6474,5.21656,-0.54809,-0.082385,17.3893,7.25594,-0.795549,0.0810002,19.9162,8.00228,-1.16928,-0.0619462,14.4836,10.071,1.05043,-0.645553,14.8949,14.917,-0.549058,0.0883517,13.3981,16.5008,-0.698477,-0.216799
6.57,0.93634,6.6037,0.677993,0.403208,2.14294,6.80396,2.07872,0.948017,3.09573,8.15755,-0.33469,-1.21332,0.541727,11.3717,0.804666,0.0791259,6.02186,12.6913,0.686466,0.749829,4.93799,17.1016,0.207688,0.424605,3.34982,7.10705,0.368303,-0.509475,10.1544,8.39621,0.228708,0.689189,0.337003,9.94395,0.610645,0.936342,1.53218,8.64366,1.05224,-1.27877,4.0786,8.82798,1.83804,-0.0833387,2.1741,16.7394,-0.46788,-0.966888,7.11728,1.6183,-0.38118,0.653087,12.7587,3.40798,-0.837725,-1.10617,11.4669,6.78691,0.738236,-0.474491,9.83558,10.2936,-0.199577,-0.686376,7.64336,9.44106,-0.517711,-0.574144,6.99454,18.3636,-0.333739,0.15194,11.8252,4.25978,1.24397,0.875027,15.6852,0.169095,0.78908,-1.0513,13.1777,9.07182,-0.214776,0.0717498,13.4871,10.5114,-0.496965,0.442557,11.7994,15.8084,-0.54781,1.38501,7.59491,15.6269,-0.524881,-0.21571,8.60192,3.8095,-0.741333,0.282224,15.5149,8.90753,0.380028,0.100477,13.9872,5.15226,0.123058,-0.0652246,17.5581,10.9634,1.00461,-0.874535,15.4426,13.7949,1.15136,1.08864,19.6499,17.979,0.840933,-0.685365,16.6446,5.21615,-0.548048,-0.0818889,17.3853,7.25634,-0.795759,0.0806958,19.9104,8.00198,-1.16942,-0.0619782,14.4889,10.0677,1.06216,-0.656049,14.8921,14.9174,-0.544209,0.0779539,13.3946,16.4997,-0.700226,-0.218105
6.575,0.93976,6.60572,0.690174,0.405887,2.15334,6.80871,2.08021,0.952805,3.09405,8.15154,-0.335451,-1.19096,0.545748,11.372,0.803666,0.0718806,6.02529,12.6951,0.686483,0.749836,4.93903,17.1037,0.207856,0.424696,3.35165,7.10446,0.361216,-0.528897,10.1556,8.39966,0.228902,0.689878,0.340062,9.94864,0.613114,0.94194,1.53744,8.63726,1.05469,-1.28005,4.08777,8.82754,1.82831,-0.0908079,2.17176,16.7346,-0.467787,-0.966877,7.11538,1.62156,-0.381105,0.653197,12.7545,3.40247,-0.846121,-1.09763,11.4706,6.78454,0.737916,-0.474088,9.83458,10.2902,-0.199622,-0.687673,7.64077,9.43819,-0.517356,-0.574071,6.99287,18.3644,-0.333934,0.151721,11.8315,4.26413,1.25293,0.867264,15.6891,0.163839,0.789076,-1.0513,13.1766,9.0722,-0.210618,0.0798954,13.4846,10.5136,-0.505394,0.439387,11.7967,15.8154,-0.545634,1.38592,7.59228,15.6258,-0.524951,-0.215624,8.59821,3.81091,-0.741366,0.282126,15.5168,8.90804,0.37659,0.104127,13.9878,5.15193,0.122524,-0.065763,17.5631,10.959,1.00451,-0.874602,15.4484,13.8004,1.14603,1.09935,19.6541,17.9756,0.840932,-0.685366,16.6419,5.21574,-0.548006,-0.0813932,17.3813,7.25675,-0.79597,0.0803939,19.9045,8.00167,-1.16957,-0.0620102,14.4942,10.0644,1.06999,-0.664836,14.8894,14.9177,-0.539274,0.0675952,13.3911,16.4986,-0.70201,-0.219416
6.58,0.943242,6.60776,0.702445,0.408611,2.16374,6.81349,2.08165,0.957701,3.09237,8.14564,-0.336379,-1.16702,0.549764,11.3724,0.802643,0.0645275,6.02872,12.6988,0.686501,0.749843,4.94007,17.1058,0.208027,0.424789,3.35344,7.10176,0.354615,-0.549703,10.1567,8.40311,0.229081,0.690603,0.343134,9.95337,0.615552,0.947696,1.54272,8.63086,1.0573,-1.28146,4.09688,8.82707,1.81813,-0.0985504,2.16942,16.7297,-0.467696,-0.966867,7.11347,1.62483,-0.381029,0.653308,12.7502,3.39701,-0.854439,-1.089,11.4743,6.78217,0.737607,-0.473698,9.83358,10.2868,-0.199659,-0.688996,7.63819,9.43532,-0.517002,-0.573998,6.9912,18.3651,-0.334131,0.151502,11.8378,4.26845,1.26181,0.859401,15.6931,0.158582,0.789073,-1.05129,13.1756,9.07262,-0.206498,0.0879761,13.482,10.5158,-0.510405,0.434748,11.7939,15.8223,-0.543423,1.38684,7.58966,15.6247,-0.525021,-0.215538,8.5945,3.81232,-0.7414,0.282028,15.5187,8.90857,0.373092,0.107848,13.9884,5.1516,0.121992,-0.0662927,17.5681,10.9547,1.00441,-0.874669,15.4541,13.8059,1.14061,1.11003,19.6584,17.9722,0.84093,-0.685367,16.6392,5.21534,-0.547967,-0.0808979,17.3774,7.25715,-0.796181,0.0800947,19.8987,8.00135,-1.16972,-0.0620423,14.4996,10.0611,1.07451,-0.672162,14.8867,14.9181,-0.534255,0.0572767,13.3875,16.4975,-0.703828,-0.220733
6.585,0.946785,6.60981,0.71476,0.411371,2.17416,6.81829,2.083,0.962702,3.09069,8.13987,-0.337634,-1.14171,0.553774,11.3727,0.801595,0.0570639,6.03216,12.7026,0.686518,0.749851,4.94111,17.1079,0.208201,0.424882,3.35519,7.09896,0.348582,-0.571778,10.1579,8.40656,0.229245,0.691366,0.346218,9.95812,0.617962,0.953611,1.54802,8.62444,1.06007,-1.28299,4.10595,8.82655,1.80766,-0.106453,2.16708,16.7249,-0.467605,-0.966856,7.11157,1.6281,-0.380953,0.65342,12.7459,3.39158,-0.862677,-1.08027,11.4779,6.7798,0.737307,-0.473322,9.83258,10.2833,-0.199688,-0.690345,7.6356,9.43245,-0.51665,-0.573926,6.98953,18.3659,-0.33433,0.151282,11.8441,4.27273,1.27061,0.851438,15.697,0.153326,0.78907,-1.05128,13.1745,9.07308,-0.202416,0.0959942,13.4794,10.5179,-0.512522,0.428857,11.7912,15.8292,-0.541176,1.38776,7.58703,15.6237,-0.525091,-0.215453,8.5908,3.81373,-0.741436,0.281929,15.5206,8.90912,0.369534,0.11164,13.989,5.15127,0.121461,-0.0668141,17.5731,10.9503,1.00432,-0.874737,15.4598,13.8115,1.13511,1.12066,19.6626,17.9688,0.840929,-0.685368,16.6364,5.21493,-0.547929,-0.080403,17.3734,7.25755,-0.796392,0.079798,19.8928,8.00104,-1.16986,-0.0620744,14.5049,10.0577,1.07623,-0.678249,14.8841,14.9183,-0.52915,0.0469993,13.384,16.4964,-0.705682,-0.222054
