t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9,x10,y10,vx10,vy10,x11,y11,vx11,vy11,x12,y12,vx12,vy12,x13,y13,vx13,vy13,x14,y14,vx14,vy14,x15,y15,vx15,vy15,x16,y16,vx16,vy16,x17,y17,vx17,vy17,x18,y18,vx18,vy18,x19,y19,vx19,vy19,x20,y20,vx20,vy20,x21,y21,vx21,vy21,x22,y22,vx22,vy22,x23,y23,vx23,vy23,x24,y24,vx24,vy24,x25,y25,vx25,vy25,x26,y26,vx26,vy26,x27,y27,vx27,vy27,x28,y28,vx28,vy28,x29,y29,vx29,vy29,x30,y30,vx30,vy30,x31,y31,vx31,vy31,x32,y32,vx32,vy32,x33,y33,vx33,vy33,x34,y34,vx34,vy34,x35,y35,vx35,vy35
6.59,0.950389,6.61187,0.727081,0.414163,2.18457,6.82312,2.08418,0.967799,3.089,8.13423,-0.339337,-1.11523,0.55778,11.3729,0.800521,0.0494867,6.03559,12.7063,0.686536,0.749859,4.94215,17.11,0.208378,0.424976,3.35692,7.09604,0.343212,-0.594986,10.159,8.41002,0.229394,0.692166,0.349314,9.9629,0.620347,0.959688,1.55333,8.61803,1.06298,-1.28467,4.11496,8.826,1.79703,-0.114425,2.16474,16.7201,-0.467516,-0.966845,7.10966,1.63136,-0.380877,0.653533,12.7416,3.3862,-0.870835,-1.07145,11.4816,6.77744,0.737017,-0.472958,9.83159,10.2799,-0.199709,-0.691722,7.63302,9.42958,-0.516299,-0.573854,6.98786,18.3666,-0.334531,0.151061,11.8505,4.27696,1.27933,0.843379,15.701,0.148069,0.789067,-1.05128,13.1735,9.07358,-0.198371,0.103952,13.4769,10.52,-0.512209,0.421911,11.7885,15.8362,-0.538893,1.38868,7.58441,15.6226,-0.525162,-0.215368,8.58709,3.81514,-0.741472,0.281829,15.5224,8.90969,0.365912,0.115508,13.9896,5.15093,0.120932,-0.0673274,17.5781,10.9459,1.00422,-0.874805,15.4654,13.8171,1.12953,1.13126,19.6668,17.9653,0.840928,-0.685369,16.6337,5.21453,-0.547892,-0.0799084,17.3694,7.25795,-0.796605,0.079504,19.887,8.00073,-1.17001,-0.0621065,14.5103,10.0543,1.07562,-0.683298,14.8814,14.9185,-0.523962,0.036764,13.3805,16.4953,-0.707571,-0.223379
6.595,0.954055,6.61395,0.739375,0.416981,2.195,6.82797,2.08509,0.972979,3.0873,8.12872,-0.341574,-1.08781,0.56178,11.3732,0.799422,0.0417929,6.03902,12.7101,0.686554,0.749868,4.94319,17.1122,0.208558,0.425072,3.35863,7.09301,0.338616,-0.619162,10.1602,8.41349,0.229527,0.693005,0.352421,9.96772,0.622709,0.965927,1.55865,8.6116,1.06606,-1.28647,4.12392,8.82541,1.78635,-0.122397,2.16241,16.7152,-0.467427,-0.966834,7.10776,1.63463,-0.3808,0.653646,12.7372,3.38087,-0.878908,-1.06254,11.4853,6.77507,0.736737,-0.472608,9.83059,10.2764,-0.199722,-0.693128,7.63044,9.42671,-0.51595,-0.573782,6.98618,18.3674,-0.334734,0.150838,11.8569,4.28116,1.28797,0.835222,15.7049,0.142813,0.789063,-1.05127,13.1726,9.07412,-0.194362,0.111852,13.4743,10.5221,-0.50987,0.414082,11.7858,15.8431,-0.536573,1.38961,7.58178,15.6215,-0.525232,-0.215284,8.58338,3.81655,-0.74151,0.281728,15.5242,8.91028,0.362225,0.119452,13.9902,5.15059,0.120403,-0.067833,17.5832,10.9415,1.00412,-0.874873,15.4711,13.8228,1.12386,1.14181,19.671,17.9619,0.840927,-0.68537,16.6309,5.21413,-0.547858,-0.0794143,17.3654,7.25834,-0.796817,0.0792126,19.8811,8.00042,-1.17016,-0.0621386,14.5157,10.0508,1.07308,-0.687484,14.8788,14.9187,-0.518689,0.026572,13.3769,16.4942,-0.709496,-0.224709
6.6,0.957783,6.61604,0.751615,0.41982,2.20543,6.83284,2.08561,0.978225,3.08558,8.12335,-0.344404,-1.05966,0.565774,11.3734,0.798295,0.0339796,6.04245,12.7138,0.686572,0.749877,4.94424,17.1143,0.208741,0.425168,3.36031,7.08985,0.334926,-0.644119,10.1613,8.41695,0.229645,0.693882,0.355541,9.97256,0.625052,0.97233,1.56399,8.60516,1.0693,-1.28841,4.13282,8.82478,1.77568,-0.130313,2.16007,16.7104,-0.46734,-0.966823,7.10586,1.6379,-0.380723,0.65376,12.7328,3.37558,-0.886895,-1.05353,11.489,6.77271,0.736466,-0.47227,9.82959,10.2729,-0.199726,-0.694562,7.62786,9.42384,-0.515603,-0.57371,6.98451,18.3681,-0.334939,0.150615,11.8633,4.28532,1.29652,0.826972,15.7089,0.137557,0.78906,-1.05127,13.1716,9.07469,-0.190389,0.119697,13.4718,10.5242,-0.505858,0.405519,11.7832,15.8501,-0.534216,1.39054,7.57915,15.6204,-0.525303,-0.215201,8.57967,3.81796,-0.741549,0.281626,15.526,8.91088,0.358471,0.123476,13.9908,5.15025,0.119874,-0.0683312,17.5882,10.9372,1.00403,-0.874943,15.4767,13.8286,1.1181,1.15232,19.6752,17.9585,0.840925,-0.685371,16.6282,5.21374,-0.547825,-0.0789205,17.3614,7.25874,-0.79703,0.0789239,19.8753,8.00011,-1.17031,-0.0621707,14.5211,10.0474,1.06898,-0.690964,14.8763,14.9188,-0.513333,0.0164245,13.3734,16.493,-0.711459,-0.226043
6.605,0.961572,6.61815,0.763777,0.422677,2.21585,6.83775,2.08556,0.983516,3.08385,8.11812,-0.347859,-1.03101,0.569763,11.3735,0.79714,0.0260436,6.04589,12.7176,0.68659,0.749887,4.94528,17.1164,0.208927,0.425265,3.36197,7.08657,0.332297,-0.669648,10.1625,8.42043,0.229747,0.694799,0.358672,9.97744,0.627377,0.9789,1.56934,8.59871,1.0727,-1.29048,4.14167,8.82411,1.76511,-0.138131,2.15773,16.7056,-0.467253,-0.966812,7.10395,1.64117,-0.380645,0.653875,12.7284,3.37033,-0.894795,-1.04444,11.4927,6.77035,0.736204,-0.471945,9.82859,10.2694,-0.199721,-0.696025,7.62528,9.42097,-0.515256,-0.573639,6.98283,18.3689,-0.335147,0.150392,11.8698,4.28943,1.30498,0.818628,15.7128,0.1323,0.789057,-1.05126,13.1706,9.07531,-0.186449,0.127489,13.4693,10.5262,-0.500475,0.396351,11.7805,15.857,-0.53182,1.39148,7.57653,15.6193,-0.525374,-0.215118,8.57597,3.81937,-0.741589,0.281523,15.5278,8.91151,0.354648,0.12758,13.9914,5.14991,0.119346,-0.0688224,17.5932,10.9328,1.00393,-0.875012,15.4823,13.8343,1.11226,1.16278,19.6794,17.955,0.840924,-0.685372,16.6255,5.21334,-0.547793,-0.078427,17.3574,7.25913,-0.797244,0.0786378,19.8694,7.9998,-1.17046,-0.0622029,14.5264,10.0439,1.06361,-0.69387,14.8737,14.9188,-0.507893,0.00632289,13.3698,16.4919,-0.713459,-0.227381
6.61,0.965421,6.62027,0.77584,0.425549,2.22628,6.84268,2.08475,0.988827,3.0821,8.11304,-0.351953,-1.00209,0.573745,11.3736,0.795957,0.0179818,6.04932,12.7213,0.686608,0.749898,4.94633,17.1185,0.209116,0.425363,3.36363,7.08315,0.330918,-0.695519,10.1636,8.4239,0.229834,0.695755,0.361814,9.98235,0.629687,0.985637,1.57471,8.59226,1.07627,-1.2927,4.15047,8.8234,1.75467,-0.145817,2.1554,16.7007,-0.467167,-0.966801,7.10205,1.64444,-0.380566,0.653991,12.7239,3.36513,-0.902605,-1.03526,11.4964,6.76799,0.735952,-0.471632,9.82759,10.266,-0.199707,-0.69752,7.62271,9.41811,-0.514912,-0.573568,6.98116,18.3697,-0.335356,0.150167,11.8764,4.2935,1.31335,0.810192,15.7168,0.127044,0.789054,-1.05125,13.1697,9.07597,-0.182542,0.135231,13.4668,10.5282,-0.493981,0.386692,11.7778,15.864,-0.529387,1.39242,7.5739,15.6183,-0.525446,-0.215036,8.57226,3.82077,-0.74163,0.28142,15.5296,8.91216,0.350753,0.131768,13.992,5.14957,0.118817,-0.0693068,17.5982,10.9284,1.00383,-0.875082,15.4878,13.8402,1.10634,1.17319,19.6836,17.9516,0.840923,-0.685373,16.6227,5.21295,-0.547764,-0.077934,17.3534,7.25952,-0.797458,0.0783544,19.8636,7.99949,-1.17061,-0.062235,14.5317,10.0405,1.05724,-0.696319,14.8712,14.9188,-0.502372,-0.00373156,13.3663,16.4908,-0.715497,-0.228723
6.615,0.96933,6.6224,0.787789,0.428433,2.2367,6.84764,2.08291,0.994127,3.08033,8.1081,-0.356683,-0.973127,0.577722,11.3737,0.794745,0.00979106,6.05275,12.7251,0.686627,0.749908,4.94737,17.1207,0.209308,0.425463,3.36528,7.07961,0.331013,-0.721489,10.1648,8.42738,0.229905,0.696752,0.364969,9.9873,0.631984,0.992545,1.5801,8.58579,1.08002,-1.29505,4.15922,8.82265,1.7444,-0.153347,2.15306,16.6959,-0.467082,-0.96679,7.10015,1.64771,-0.380488,0.654107,12.7193,3.35998,-0.910324,-1.02599,11.5,6.76564,0.735708,-0.471331,9.82659,10.2625,-0.199684,-0.699045,7.62013,9.41524,-0.514569,-0.573497,6.97948,18.3704,-0.335567,0.149941,11.883,4.29753,1.32164,0.801667,15.7207,0.121788,0.789051,-1.05125,13.1688,9.07666,-0.178667,0.142926,13.4643,10.5301,-0.486597,0.376636,11.7752,15.8709,-0.526914,1.39337,7.57127,15.6172,-0.525517,-0.214954,8.56855,3.82218,-0.741672,0.281315,15.5313,8.91283,0.346786,0.13604,13.9926,5.14922,0.118287,-0.0697849,17.6032,10.924,1.00374,-0.875153,15.4933,13.8461,1.10034,1.18356,19.6878,17.9482,0.840922,-0.685374,16.62,5.21257,-0.547736,-0.0774413,17.3495,7.25992,-0.797672,0.0780737,19.8577,7.99918,-1.17077,-0.0622672,14.537,10.037,1.05008,-0.698411,14.8687,14.9188,-0.496768,-0.0137374,13.3627,16.4896,-0.717575,-0.230068
6.62,0.973299,6.62455,0.79961,0.431327,2.24711,6.85262,2.07974,0.999382,3.07854,8.10331,-0.362033,-0.944357,0.581693,11.3737,0.793503,0.00146822,6.05619,12.7288,0.686645,0.74992,4.94842,17.1228,0.209504,0.425563,3.36694,7.07594,0.332849,-0.747302,10.1659,8.43087,0.22996,0.69779,0.368134,9.99228,0.634271,0.999624,1.58551,8.57931,1.08393,-1.29755,4.16792,8.82186,1.73433,-0.160703,2.15073,16.691,-0.466998,-0.966779,7.09824,1.65098,-0.380408,0.654225,12.7148,3.35487,-0.917949,-1.01663,11.5037,6.76328,0.735473,-0.471042,9.82559,10.259,-0.199651,-0.700603,7.61756,9.41237,-0.514227,-0.573427,6.9778,18.3711,-0.33578,0.149714,11.8896,4.30152,1.32983,0.793053,15.7246,0.116532,0.789048,-1.05124,13.1679,9.0774,-0.174822,0.150575,13.4619,10.5319,-0.478509,0.366264,11.7726,15.8779,-0.524401,1.39431,7.56865,15.6161,-0.525589,-0.214873,8.56484,3.82359,-0.741715,0.28121,15.533,8.91352,0.342744,0.140399,13.9932,5.14887,0.117756,-0.0702568,17.6083,10.9197,1.00364,-0.875224,15.4988,13.852,1.09425,1.19387,19.692,17.9448,0.84092,-0.685375,16.6172,5.21218,-0.547709,-0.0769489,17.3455,7.26031,-0.797887,0.0777957,19.8519,7.99887,-1.17092,-0.0622993,14.5422,10.0335,1.04233,-0.700232,14.8662,14.9187,-0.491083,-0.0236929,13.3591,16.4885,-0.719691,-0.231417
6.625,0.977326,6.62672,0.811292,0.434229,2.2575,6.85763,2.07487,1.00455,3.07671,8.09866,-0.367975,-0.916014,0.585657,11.3737,0.79223,-0.00698989,6.05962,12.7326,0.686664,0.749932,4.94947,17.1249,0.209702,0.425665,3.36861,7.07214,0.336746,-0.772694,10.1671,8.43436,0.229999,0.69887,0.371311,9.99729,0.63655,1.00688,1.59094,8.57281,1.08803,-1.30019,4.17656,8.82104,1.72448,-0.167871,2.14839,16.6862,-0.466916,-0.966767,7.09634,1.65425,-0.380328,0.654343,12.7102,3.34981,-0.925479,-1.00719,11.5074,6.76093,0.735247,-0.470765,9.8246,10.2555,-0.199608,-0.702194,7.61499,9.4095,-0.513887,-0.573356,6.97612,18.3719,-0.335996,0.149487,11.8963,4.30546,1.33793,0.784352,15.7286,0.111275,0.789044,-1.05124,13.1671,9.07817,-0.171007,0.158182,13.4595,10.5337,-0.469876,0.355646,11.77,15.8849,-0.521848,1.39527,7.56602,15.615,-0.525661,-0.214792,8.56113,3.82499,-0.74176,0.281103,15.5347,8.91423,0.338625,0.144846,13.9938,5.14852,0.117223,-0.0707229,17.6133,10.9153,1.00354,-0.875296,15.5043,13.858,1.08809,1.20414,19.6962,17.9413,0.840919,-0.685375,16.6145,5.2118,-0.547685,-0.0764569,17.3415,7.26069,-0.798103,0.0775205,19.846,7.99856,-1.17107,-0.0623315,14.5474,10.03,1.03414,-0.701855,14.8638,14.9186,-0.485317,-0.0335967,13.3555,16.4873,-0.721849,-0.232768
6.63,0.981412,6.6289,0.822827,0.437138,2.26786,6.86267,2.0679,1.0096,3.07486,8.09415,-0.374476,-0.888325,0.589615,11.3736,0.790925,-0.0155864,6.06305,12.7363,0.686683,0.749944,4.95052,17.1271,0.209903,0.425767,3.37031,7.06821,0.343077,-0.797401,10.1682,8.43786,0.230022,0.699992,0.3745,10.0023,0.638824,1.0143,1.59639,8.5663,1.09231,-1.30297,4.18516,8.82019,1.71487,-0.174843,2.14606,16.6814,-0.466833,-0.966756,7.09444,1.65752,-0.380248,0.654462,12.7055,3.3448,-0.932912,-0.997669,11.5111,6.75857,0.735029,-0.4705,9.8236,10.252,-0.199555,-0.703819,7.61242,9.40664,-0.513548,-0.573286,6.97444,18.3726,-0.336214,0.149258,11.903,4.30936,1.34594,0.775565,15.7325,0.106019,0.789041,-1.05123,13.1662,9.07898,-0.167221,0.165748,13.4572,10.5355,-0.460832,0.34484,11.7674,15.8919,-0.519254,1.39622,7.56339,15.614,-0.525733,-0.214712,8.55742,3.8264,-0.741805,0.280996,15.5364,8.91497,0.334428,0.149384,13.9944,5.14816,0.116689,-0.0711835,17.6183,10.9109,1.00345,-0.875369,15.5097,13.8641,1.08184,1.21435,19.7004,17.9379,0.840918,-0.685376,16.6118,5.21141,-0.547662,-0.0759653,17.3375,7.26108,-0.798319,0.0772479,19.8402,7.99824,-1.17123,-0.0623637,14.5525,10.0265,1.02564,-0.703341,14.8614,14.9184,-0.479472,-0.0434469,13.3519,16.4861,-0.724047,-0.234123
6.635,0.985554,6.63109,0.834208,0.440053,2.27818,6.86773,2.05834,1.01448,3.07297,8.08977,-0.381495,-0.861508,0.593566,11.3735,0.789588,-0.0243244,6.06649,12.7401,0.686702,0.749957,4.95157,17.1292,0.210108,0.425871,3.37204,7.06416,0.352279,-0.821164,10.1694,8.44136,0.230029,0.701158,0.3777,10.0074,0.641094,1.02191,1.60187,8.55978,1.09678,-1.30591,4.19371,8.81929,1.7055,-0.181613,2.14372,16.6765,-0.466752,-0.966745,7.09254,1.66079,-0.380167,0.654581,12.7008,3.33984,-0.940247,-0.988063,11.5147,6.75622,0.73482,-0.470247,9.8226,10.2484,-0.199491,-0.705479,7.60986,9.40377,-0.513211,-0.573217,6.97276,18.3734,-0.336434,0.149028,11.9097,4.31322,1.35385,0.766694,15.7365,0.100763,0.789038,-1.05123,13.1654,9.07983,-0.163462,0.173277,13.4549,10.5372,-0.451487,0.333894,11.7648,15.8988,-0.516619,1.39718,7.56076,15.6129,-0.525805,-0.214633,8.55371,3.8278,-0.741852,0.280888,15.5381,8.91573,0.33015,0.154013,13.9949,5.1478,0.116152,-0.071639,17.6233,10.9065,1.00335,-0.875441,15.5151,13.8702,1.07552,1.2245,19.7046,17.9345,0.840917,-0.685377,16.609,5.21104,-0.547641,-0.075474,17.3335,7.26147,-0.798536,0.0769781,19.8343,7.99793,-1.17139,-0.0623958,14.5576,10.0229,1.01696,-0.704745,14.859,14.9181,-0.473549,-0.0532416,13.3482,16.485,-0.726286,-0.235479
6.64,0.989754,6.6333,0.845433,0.442974,2.28844,6.87281,2.04562,1.01915,3.07104,8.08553,-0.38899,-0.83577,0.597511,11.3734,0.788218,-0.0332069,6.06992,12.7438,0.686721,0.74997,4.95262,17.1313,0.210315,0.425976,3.37383,7.06,0.364853,-0.843733,10.1705,8.44487,0.230019,0.702368,0.380911,10.0126,0.643362,1.0297,1.60736,8.55324,1.10145,-1.30899,4.20222,8.81837,1.69639,-0.188178,2.14139,16.6717,-0.466672,-0.966733,7.09064,1.66407,-0.380086,0.654702,12.6961,3.33492,-0.947482,-0.978376,11.5184,6.75387,0.734618,-0.470005,9.8216,10.2449,-0.199416,-0.707174,7.60729,9.4009,-0.512875,-0.573147,6.97108,18.3741,-0.336656,0.148797,11.9165,4.31703,1.36166,0.757742,15.7404,0.0955069,0.789035,-1.05122,13.1646,9.08071,-0.159729,0.180771,13.4527,10.5388,-0.441935,0.322849,11.7622,15.9058,-0.513942,1.39814,7.55813,15.6118,-0.525878,-0.214554,8.55001,3.82921,-0.741899,0.280779,15.5397,8.91651,0.325791,0.158736,13.9955,5.14744,0.115613,-0.0720895,17.6283,10.9022,1.00326,-0.875515,15.5204,13.8763,1.06911,1.2346,19.7088,17.9311,0.840915,-0.685378,16.6063,5.21066,-0.547621,-0.074983,17.3295,7.26185,-0.798753,0.076711,19.8284,7.99762,-1.17154,-0.062428,14.5627,10.0194,1.00818,-0.706111,14.8566,14.9178,-0.467548,-0.062979,13.3446,16.4838,-0.728568,-0.236838
6.645,0.994009,6.63552,0.856497,0.4459,2.29863,6.87792,2.02913,1.02356,3.06908,8.08142,-0.396916,-0.811301,0.601449,11.3732,0.786813,-0.0422369,6.07335,12.7476,0.68674,0.749984,4.95367,17.1334,0.210526,0.426082,3.37569,7.05573,0.381362,-0.864872,10.1717,8.44838,0.229993,0.703623,0.384133,10.0177,0.645632,1.03766,1.61288,8.54669,1.10631,-1.31223,4.21068,8.81741,1.68753,-0.194537,2.13906,16.6669,-0.466593,-0.966722,7.08874,1.66734,-0.380004,0.654823,12.6913,3.33005,-0.954616,-0.96861,11.5221,6.75152,0.734425,-0.469774,9.82061,10.2414,-0.19933,-0.708906,7.60473,9.39804,-0.512541,-0.573078,6.96939,18.3749,-0.33688,0.148566,11.9233,4.3208,1.36938,0.748708,15.7444,0.0902508,0.789032,-1.05122,13.1638,9.08164,-0.156021,0.188233,13.4505,10.5404,-0.432255,0.311739,11.7596,15.9128,-0.511221,1.3991,7.5555,15.6108,-0.525951,-0.214475,8.5463,3.83061,-0.741948,0.280669,15.5413,8.91731,0.321347,0.163554,13.9961,5.14708,0.11507,-0.0725354,17.6333,10.8978,1.00316,-0.875589,15.5258,13.8825,1.06264,1.24464,19.713,17.9276,0.840914,-0.685379,16.6036,5.21029,-0.547603,-0.0744924,17.3255,7.26223,-0.79897,0.0764467,19.8226,7.99731,-1.1717,-0.0624601,14.5677,10.0159,0.999378,-0.707478,14.8543,14.9175,-0.46147,-0.0726569,13.341,16.4826,-0.730894,-0.238199
6.65,0.998319,6.63776,0.867402,0.448833,2.30873,6.88305,2.00821,1.0277,3.06707,8.07742,-0.40523,-0.788274,0.605379,11.373,0.785373,-0.0514173,6.07679,12.7513,0.68676,0.749999,4.95472,17.1356,0.21074,0.426189,3.37764,7.05135,0.402431,-0.884372,10.1728,8.45191,0.229949,0.704924,0.387367,10.0229,0.647904,1.04581,1.61842,8.54012,1.11138,-1.31563,4.21909,8.81642,1.67892,-0.200691,2.13672,16.662,-0.466514,-0.966711,7.08684,1.67062,-0.379921,0.654945,12.6866,3.32524,-0.961647,-0.958764,11.5258,6.74917,0.734239,-0.469554,9.81961,10.2378,-0.199232,-0.710677,7.60217,9.39517,-0.512209,-0.573009,6.96771,18.3756,-0.337106,0.148333,11.9302,4.32452,1.37699,0.739595,15.7483,0.0849947,0.789029,-1.05121,13.163,9.0826,-0.152337,0.195664,13.4484,10.5419,-0.422511,0.300593,11.7571,15.9198,-0.508457,1.40007,7.55287,15.6097,-0.526024,-0.214398,8.54259,3.83201,-0.741997,0.280558,15.5429,8.91814,0.316817,0.168469,13.9967,5.14672,0.114524,-0.0729769,17.6384,10.8934,1.00306,-0.875663,15.5311,13.8887,1.05609,1.25461,19.7172,17.9242,0.840913,-0.68538,16.6008,5.20991,-0.547588,-0.0740021,17.3215,7.26261,-0.799188,0.0761852,19.8167,7.997,-1.17186,-0.0624922,14.5727,10.0123,0.990627,-0.708878,14.852,14.9171,-0.455318,-0.0822733,13.3373,16.4814,-0.733263,-0.239562
6.655,1.00268,6.64001,0.878147,0.451772,2.31872,6.8882,1.98212,1.03153,3.06502,8.07353,-0.413889,-0.766843,0.609302,11.3727,0.783898,-0.0607506,6.08022,12.7551,0.686779,0.750014,4.95578,17.1377,0.210957,0.426297,3.37972,7.04688,0.428727,-0.902049,10.174,8.45543,0.229889,0.706271,0.390612,10.0282,0.650182,1.05415,1.62399,8.53354,1.11667,-1.31919,4.22747,8.8154,1.67057,-0.206643,2.13439,16.6572,-0.466436,-0.966699,7.08494,1.67389,-0.379838,0.655068,12.6817,3.32047,-0.968574,-0.948841,11.5294,6.74682,0.734061,-0.469346,9.81861,10.2342,-0.199122,-0.712486,7.5996,9.39231,-0.511878,-0.572941,6.96602,18.3764,-0.337335,0.148099,11.9371,4.32819,1.38451,0.730404,15.7523,0.0797386,0.789026,-1.05121,13.1623,9.08359,-0.148676,0.203068,13.4463,10.5434,-0.412757,0.289433,11.7545,15.9268,-0.505649,1.40104,7.55024,15.6086,-0.526097,-0.214321,8.53888,3.83342,-0.742048,0.280446,15.5445,8.919,0.312199,0.173482,13.9972,5.14635,0.113975,-0.0734145,17.6434,10.889,1.00297,-0.875738,15.5363,13.895,1.04946,1.26452,19.7214,17.9208,0.840912,-0.685381,16.5981,5.20955,-0.547573,-0.0735121,17.3175,7.263,-0.799407,0.0759264,19.8109,7.99668,-1.17202,-0.0625243,14.5776,10.0088,0.981977,-0.710338,14.8497,14.9167,-0.449092,-0.0918258,13.3336,16.4802,-0.735676,-0.240926
6.66,1.0071,6.64227,0.888737,0.454718,2.32856,6.89336,1.95014,1.03505,3.06293,8.06975,-0.422851,-0.74714,0.613218,11.3724,0.782385,-0.0702393,6.08366,12.7588,0.686799,0.750029,4.95683,17.1398,0.211177,0.426407,3.38193,7.04233,0.460942,-0.917761,10.1751,8.45897,0.229811,0.707666,0.393869,10.0335,0.652466,1.06267,1.62959,8.52693,1.12217,-1.32292,4.2358,8.81436,1.66247,-0.212394,2.13206,16.6524,-0.46636,-0.966688,7.08304,1.67717,-0.379755,0.655192,12.6769,3.31575,-0.975395,-0.938842,11.5331,6.74448,0.733891,-0.469149,9.81762,10.2307,-0.199,-0.714335,7.59705,9.38944,-0.511549,-0.572872,6.96434,18.3771,-0.337566,0.147864,11.9441,4.33182,1.39193,0.721137,15.7562,0.0744826,0.789023,-1.0512,13.1615,9.08463,-0.145036,0.210447,13.4442,10.5448,-0.403038,0.27828,11.752,15.9338,-0.502796,1.40201,7.54761,15.6075,-0.52617,-0.214244,8.53517,3.83482,-0.7421,0.280333,15.5461,8.91988,0.307491,0.178597,13.9978,5.14598,0.113421,-0.0738483,17.6484,10.8846,1.00287,-0.875813,15.5416,13.9014,1.04276,1.27437,19.7256,17.9174,0.84091,-0.685382,16.5953,5.20918,-0.547561,-0.0730224,17.3135,7.26337,-0.799626,0.0756704,19.805,7.99637,-1.17218,-0.0625564,14.5825,10.0052,0.973475,-0.711881,14.8475,14.9162,-0.442794,-0.101312,13.3299,16.479,-0.738135,-0.242291
6.665,1.01157,6.64455,0.899176,0.457674,2.33822,6.89855,1.91152,1.03826,3.0608,8.06606,-0.432078,-0.729273,0.617126,11.372,0.780836,-0.0798856,6.08709,12.7626,0.686819,0.750046,4.95789,17.142,0.211401,0.426517,3.38433,7.03771,0.49976,-0.931404,10.1763,8.46251,0.229716,0.709109,0.397137,10.0388,0.654759,1.07138,1.63522,8.52031,1.1279,-1.32682,4.24409,8.81328,1.65463,-0.217949,2.12973,16.6475,-0.466284,-0.966677,7.08114,1.68044,-0.379671,0.655317,12.672,3.31108,-0.982109,-0.928769,11.5368,6.74213,0.733728,-0.468962,9.81662,10.2271,-0.198865,-0.716225,7.59449,9.38658,-0.511221,-0.572804,6.96265,18.3778,-0.3378,0.147628,11.951,4.3354,1.39924,0.711796,15.7602,0.0692266,0.78902,-1.0512,13.1608,9.0857,-0.141418,0.217803,13.4423,10.5462,-0.393388,0.267147,11.7495,15.9408,-0.499898,1.40298,7.54498,15.6065,-0.526244,-0.214168,8.53145,3.83622,-0.742153,0.28022,15.5476,8.92078,0.302691,0.183813,13.9984,5.14561,0.112862,-0.0742786,17.6534,10.8803,1.00278,-0.875889,15.5468,13.9078,1.036,1.28414,19.7298,17.9139,0.840909,-0.685383,16.5926,5.20882,-0.54755,-0.0725331,17.3095,7.26375,-0.799845,0.0754172,19.7991,7.99606,-1.17234,-0.0625884,14.5874,10.0017,0.965159,-0.713528,14.8453,14.9157,-0.436425,-0.110729,13.3262,16.4778,-0.74064,-0.243657
6.67,1.01609,6.64685,0.90947,0.46064,2.34767,6.90375,1.86559,1.04123,3.05861,8.06246,-0.441533,-0.713328,0.621026,11.3716,0.779248,-0.0896914,6.09052,12.7663,0.686839,0.750062,4.95895,17.1441,0.211627,0.426629,3.38693,7.03302,0.545807,-0.942926,10.1774,8.46606,0.229602,0.710602,0.400416,10.0442,0.657063,1.08028,1.64087,8.51366,1.13387,-1.33088,4.25234,8.81218,1.64702,-0.223313,2.1274,16.6427,-0.466208,-0.966665,7.07924,1.68372,-0.379586,0.655443,12.667,3.30646,-0.988716,-0.918621,11.5404,6.73979,0.733573,-0.468787,9.81563,10.2235,-0.198717,-0.718157,7.59193,9.38372,-0.510895,-0.572736,6.96096,18.3786,-0.338036,0.147391,11.9581,4.33894,1.40645,0.702381,15.7641,0.0639707,0.789018,-1.05119,13.1601,9.0868,-0.137819,0.225138,13.4403,10.5475,-0.38384,0.256049,11.747,15.9479,-0.496953,1.40395,7.54235,15.6054,-0.526318,-0.214093,8.52774,3.83762,-0.742206,0.280105,15.5491,8.92172,0.297798,0.189133,13.9989,5.14524,0.112299,-0.0747057,17.6584,10.8759,1.00268,-0.875966,15.5519,13.9142,1.02916,1.29385,19.734,17.9105,0.840908,-0.685384,16.5899,5.20845,-0.547541,-0.0720441,17.3055,7.26413,-0.800065,0.0751668,19.7933,7.99575,-1.17251,-0.0626204,14.5922,9.99809,0.957057,-0.715295,14.8431,14.9151,-0.429989,-0.120076,13.3225,16.4766,-0.743191,-0.245024
